4874,275377,23
21345,2319376,21
10821,931458,27
4799,268904,27
39515,2297635,23
26482,2814820,28
27054,2874652,15
44145,3371292,24
9119,661343,18
27293,2777601,15
20242,2202832,16
4864,274167,28
2197,110108,17
23400,2521935,9
1278,63468,28
37615,3622129,19
25,329,0
4905,6842,19
42138,3804251,17
27265,2892185,22
11241,998523,24
26888,1379313,21
37340,3601036,15
33227,2777664,23
18394,1992091,26
12511,1172500,15
29968,2945003,24
2197,110104,19
18448,1998168,27
18152,1963433,27
22652,2455302,19
2197,110070,26
2725,138434,14
38501,3666263,21
31262,3199695,22
41371,3752022,23
4816,269797,28
26520,1771035,18
14943,583159,6
2701,137024,15
30608,3154256,24
42725,3814041,23
18785,2027300,19
20383,1136067,17
26200,2787684,17
4896,276419,24
43105,3208571,29
6040,147504,17
13281,1136029,22
23864,487259,27
41021,1849936,24
38184,3652403,26
40782,3652966,23
11026,964809,25
2709,137671,17
2795,104,27
102,3571,28
102,3563,24
32261,1302498,23
4473,254045,19
4419,249555,16
34,17,21
3736,133698,22
4830,271095,18
45701,3844836,11
20895,2273219,18
24587,2637201,23
38108,3647039,20
20534,2230177,18
7890,487169,19
1051,49739,20
5735,335259,23
36,592,20
4830,271107,28
39424,2297604,6
36991,1160089,11
20675,2247308,28
11456,1029463,16
2793,138424,0
28544,1517252,16
33029,3336744,22
26666,776439,11
20313,1516547,22
2714,136779,24
28475,2950908,26
14712,1495912,16
6597,54594,27
31136,2297550,23
41757,998238,0
102,3548,22
13480,1322631,27
34349,2265367,19
29081,3022683,22
41692,2811469,19
18544,2007091,24
2901,55963,18
14100,1409493,24
8254,532926,11
43251,3259925,13
25919,2759510,17
16788,1806323,20
24,311,24
28050,2297541,21
14223,194269,0
35878,3294592,14
44258,3408473,25
18563,1994392,12
22296,2419789,0
19498,2105021,17
63,1590,26
33191,3294479,26
1911,94874,16
8724,603567,6
4819,268908,18
19802,2149875,4
4969,280158,22
41704,2883229,12
2901,142947,21
2809,108,27
31315,1819533,11
24719,487267,19
41761,2327425,27
4945,279219,17
11,66,13
20273,2112302,8
4980,273839,23
4871,67457,12
17054,1840165,26
4932,278493,13
4834,269376,27
4812,269652,17
4474,254080,18
37637,3621714,25
18663,2017887,20
4969,66167,14
14027,1401144,22
2817,143835,21
28811,2950934,11
15065,1546337,7
40754,1434436,26
16428,1760342,21
33871,1718531,4
4939,277499,28
4819,269941,22
21,279,25
21593,1456969,10
61,176,27
4835,271274,27
8461,566088,23
17762,1921837,28
5852,341442,24
19380,2063513,15
26070,998065,19
29876,1073936,15
36053,2754033,19
44948,3153827,11
22147,2403969,21
4957,277230,21
6194,269410,10
4871,274787,19
15100,1553244,24
14340,1438071,20
4974,187115,26
2795,20075,23
1544,76151,9
16887,1818580,21
13,141,21
37314,3599996,18
6194,348034,27
9178,671158,20
16,173,26
2237,111927,27
4804,269166,25
31,141,21
21265,1625814,17
42491,2636825,18
13115,1264095,14
4809,269372,3
17202,1855340,20
4871,269748,26
36244,3536474,16
19536,2111245,14
2815,142641,26
38150,3650316,12
39538,3724936,29
21494,1456960,8
40933,1457318,15
20414,2112323,25
20942,2278165,13
2832,143292,20
20756,2256594,25
42710,3813521,18
17183,1853641,20
4861,67455,19
25,334,22
36369,3546655,16
32241,3271742,25
26855,1379308,23
4937,76148,17
4896,276444,20
14360,1434421,16
41832,2924698,23
22,295,13
22261,2415994,25
45540,837726,20
26709,1771054,24
4952,279426,0
2695,128442,18
43392,3022738,19
15404,955525,22
22291,2419190,22
31,475,23
24723,2636744,25
4950,269052,14
2694,136446,17
20712,2251785,25
42372,1776592,9
10,75,27
10838,934883,25
12174,1129702,7
40638,3765537,9
24221,472297,20
40617,1035384,28
17308,1867560,8
