17,87,39193
7052,76,39105
16,84,39164
7049,34,38218
7049,75,39073
7051,48,38583
14,66,38900
7057,81,39157
6,33,38184
15,102,39328
2,23,7319
15,75,39073
7056,104,39364
7049,19,7266
20,98,39304
7051,129,39642
16,92,39241
21,118,39606
7049,28,37969
19,97,39273
7052,94,39253
7051,108,39393
14,76,39105
7057,52,38623
6,32,38170
18,101,39320
8,46,38472
7058,45,38455
0,0,0
7055,71,38931
7053,60,38753
7064,95,39254
5,57,38724
7052,115,39586
7051,97,39273
7051,63,38826
10,44,38414
13,62,38820
7049,125,39627
7,51,38615
15,115,39586
7051,78,39113
7055,43,38340
5,60,38753
7049,118,39606
14,116,39591
7049,27,37953
7062,49,38597
7056,102,39328
7051,67,38905
2,22,7299
4,30,38113
7062,47,38581
7,50,38606
7049,105,39370
7058,18,7262
7062,51,38615
4,37,38246
7,39,38261
2,19,7266
7049,87,39193
7059,23,7319
7056,72,38941
7049,73,39047
16,88,39197
7061,37,38246
7,56,38704
15,73,39047
7049,26,37868
7057,46,38472
7049,38,38260
7049,40,38287
7053,91,39232
7055,50,38606
7049,89,39220
8,45,38455
7051,55,38700
7055,116,39591
7056,90,39229
18,89,39220
7051,88,39197
7061,77,39105
7057,79,39133
7052,109,39423
7049,66,38900
7056,36,38239
7057,70,38923
7061,58,38725
7,41,38308
7049,53,38680
20,103,39329
7049,62,38820
2,21,7289
7049,120,39612
14,67,38905
7051,29,38018
8,40,38287
14,86,39193
21,123,39624
2,18,7262
7061,80,39133
7049,84,39164
15,108,39393
7051,100,39319
13,69,38906
11,106,39382
7055,83,39162
21,120,39612
15,110,39438
13,72,38941
11,55,38700
2,25,7846
7052,57,38724
14,82,39161
14,90,39229
20,100,39319
15,79,39133
7,49,38597
7,34,38218
7056,82,39161
7,43,38340
7059,25,7846
7049,93,39251
7051,39,38261
7061,69,38906
7058,114,39543
15,109,39423
4,27,37953
7051,33,38184
6,36,38239
14,95,39254
7,54,38696
14,91,39232
7049,98,39304
7052,122,39624
15,80,39133
7063,86,39193
7049,35,38219
14,77,39105
15,122,39624
7049,44,38414
7057,121,39623
7058,96,39258
7057,68,38906
3,26,37868
19,93,39251
15,83,39162
13,70,38923
7061,92,39241
7048,22,7299
8,48,38583
5,28,37969
11,53,38680
4,31,38126
13,71,38931
7049,41,38308
22,125,39627
7063,117,39591
13,63,38826
7,111,39445
7058,30,38113
7056,59,38736
8,35,38219
15,78,39113
7049,32,38170
7055,21,7289
7051,31,38126
7049,110,39438
15,112,39447
15,81,39157
9,38,38260
7056,54,38696
7051,56,38704
5,29,38018
7049,112,39447
7,52,38623
13,68,38906
7,47,38581
14,94,39253
5,59,38736
18,96,39258
5,58,38725
15,105,39370
